checked_at,priority,data_type,source_name,official_status,should_use_for_vlm,url,head_status,range_status,range_ok,content_type,content_length,accept_ranges,final_url,head_error,range_error
2026-07-01T17:59:59Z,P0,official_activation_api,Copernicus EMSR884 public activations API,official_ems,no,https://rapidmapping.emergency.copernicus.eu/backend/dashboard-api/public-activations/?code=EMSR884,200,200,True,application/json,98637,,https://rapidmapping.emergency.copernicus.eu/backend/dashboard-api/public-activations/?code=EMSR884,,
2026-07-01T17:59:59Z,P0,official_activation_page,Copernicus EMSR884 activation page,official_ems,no,https://mapping.emergency.copernicus.eu/activations/EMSR884/,200,200,True,text/html; charset=utf-8,0,,https://mapping.emergency.copernicus.eu/activations/EMSR884/,,
2026-07-01T17:59:59Z,P0,official_docs,Copernicus emergency response data harvesting docs,official_ems,no,https://mapping.emergency.copernicus.eu/about/how-to-harvest-cems-mapping-data/emergency-response-data/,200,200,True,text/html; charset=utf-8,0,,https://mapping.emergency.copernicus.eu/about/how-to-harvest-cems-mapping-data/emergency-response-data/,,
2026-07-01T17:59:59Z,P0,official_docs,Copernicus product overview docs,official_ems,no,https://mapping.emergency.copernicus.eu/about/rapid-mapping-manual/product-overview/what-is-delivered-in-a-product/,200,200,True,text/html; charset=utf-8,0,,https://mapping.emergency.copernicus.eu/about/rapid-mapping-manual/product-overview/what-is-delivered-in-a-product/,,
2026-07-01T17:59:59Z,P0,official_api,Copernicus public activations info API,official_ems,no,https://rapidmapping.emergency.copernicus.eu/backend/dashboard-api/public-activations-info/,200,200,True,application/json,3490,,https://rapidmapping.emergency.copernicus.eu/backend/dashboard-api/public-activations-info/,,
2026-07-01T17:59:59Z,P0,official_post_event_cog,AOI02 Caracas Pleiades Neo COG,official_ems,conditional,https://rapidmapping-viewer.s3.eu-west-1.amazonaws.com/EMSR884/AOI02/GRA_PRODUCT/EMSR884_AOI02_GRA_PRODUCT_PNEO_20260625_1459_ORTHO_cog.tif,200,206,True,binary/octet-stream,188120283,bytes,https://rapidmapping-viewer.s3.eu-west-1.amazonaws.com/EMSR884/AOI02/GRA_PRODUCT/EMSR884_AOI02_GRA_PRODUCT_PNEO_20260625_1459_ORTHO_cog.tif,,
2026-07-01T17:59:59Z,P0,official_post_event_cog,AOI03 Antimano Legion COG,official_ems,conditional,https://rapidmapping-viewer.s3.eu-west-1.amazonaws.com/EMSR884/AOI03/GRA_PRODUCT/EMSR884_AOI03_GRA_PRODUCT_LEGION_20260625_1517_ORTHO_cog.tif,200,206,True,binary/octet-stream,267288991,bytes,https://rapidmapping-viewer.s3.eu-west-1.amazonaws.com/EMSR884/AOI03/GRA_PRODUCT/EMSR884_AOI03_GRA_PRODUCT_LEGION_20260625_1517_ORTHO_cog.tif,,
2026-07-01T17:59:59Z,P0,official_post_event_cog,AOI05 Santa Cruz WorldView-3 COG,official_ems,conditional,https://rapidmapping-viewer.s3.eu-west-1.amazonaws.com/EMSR884/AOI05/GRA_PRODUCT/EMSR884_AOI05_GRA_PRODUCT_WORLDVIEW3_20260626_1510_ORTHO_cog.tif,200,206,True,binary/octet-stream,377353322,bytes,https://rapidmapping-viewer.s3.eu-west-1.amazonaws.com/EMSR884/AOI05/GRA_PRODUCT/EMSR884_AOI05_GRA_PRODUCT_WORLDVIEW3_20260626_1510_ORTHO_cog.tif,,
2026-07-01T17:59:59Z,P0,official_post_event_cog,AOI06 Moron Legion COG,official_ems,conditional,https://rapidmapping-viewer.s3.eu-west-1.amazonaws.com/EMSR884/AOI06/GRA_PRODUCT/EMSR884_AOI06_GRA_PRODUCT_LEGION_20260625_2036_ORTHO_cog.tif,200,206,True,binary/octet-stream,311844612,bytes,https://rapidmapping-viewer.s3.eu-west-1.amazonaws.com/EMSR884/AOI06/GRA_PRODUCT/EMSR884_AOI06_GRA_PRODUCT_LEGION_20260625_2036_ORTHO_cog.tif,,
2026-07-01T17:59:59Z,P0,official_post_event_cog,AOI08 San Felipe Pleiades Neo COG,official_ems,conditional,https://rapidmapping-viewer.s3.eu-west-1.amazonaws.com/EMSR884/AOI08/GRA_PRODUCT/EMSR884_AOI08_GRA_PRODUCT_PNEO_20260625_1500_ORTHO_cog.tif,200,206,True,binary/octet-stream,222077456,bytes,https://rapidmapping-viewer.s3.eu-west-1.amazonaws.com/EMSR884/AOI08/GRA_PRODUCT/EMSR884_AOI08_GRA_PRODUCT_PNEO_20260625_1500_ORTHO_cog.tif,,
2026-07-01T17:59:59Z,P0,official_post_event_cog,AOI10 Guacara Pleiades Neo COG,official_ems,conditional,https://rapidmapping-viewer.s3.eu-west-1.amazonaws.com/EMSR884/AOI10/GRA_PRODUCT/EMSR884_AOI10_GRA_PRODUCT_PNEO_20260625_1459_ORTHO_cog.tif,200,206,True,binary/octet-stream,706216767,bytes,https://rapidmapping-viewer.s3.eu-west-1.amazonaws.com/EMSR884/AOI10/GRA_PRODUCT/EMSR884_AOI10_GRA_PRODUCT_PNEO_20260625_1459_ORTHO_cog.tif,,
2026-07-01T17:59:59Z,P0,official_post_event_cog,AOI12 Caraballeda Legion COG,official_ems,conditional,https://rapidmapping-viewer.s3.eu-west-1.amazonaws.com/EMSR884/AOI12/GRA_PRODUCT/EMSR884_AOI12_GRA_PRODUCT_LEGION_20260626_1510_ORTHO_cog.tif,200,206,True,binary/octet-stream,916351360,bytes,https://rapidmapping-viewer.s3.eu-west-1.amazonaws.com/EMSR884/AOI12/GRA_PRODUCT/EMSR884_AOI12_GRA_PRODUCT_LEGION_20260626_1510_ORTHO_cog.tif,,
2026-07-01T17:59:59Z,P0,official_zip,AOI02 MONIT01 ZIP,official_ems,conditional,https://rapidmapping.emergency.copernicus.eu/backend/EMSR884/AOI02/GRA_MONIT01/EMSR884_AOI02_GRA_MONIT01_v1.zip,405,206,True,application/json,41,bytes,https://rapidmapping.emergency.copernicus.eu/backend/EMSR884/AOI02/GRA_MONIT01/EMSR884_AOI02_GRA_MONIT01_v1.zip,HTTP Error 405: Method Not Allowed,
2026-07-01T17:59:59Z,P0,official_zip,AOI05 GRA PRODUCT ZIP,official_ems,no broad VLM yet,https://rapidmapping.emergency.copernicus.eu/backend/EMSR884/AOI05/GRA_PRODUCT/EMSR884_AOI05_GRA_PRODUCT_v1.zip,405,206,True,application/json,41,bytes,https://rapidmapping.emergency.copernicus.eu/backend/EMSR884/AOI05/GRA_PRODUCT/EMSR884_AOI05_GRA_PRODUCT_v1.zip,HTTP Error 405: Method Not Allowed,
2026-07-01T17:59:59Z,P0,official_zip,AOI06 MONIT01 ZIP,official_ems,conditional,https://rapidmapping.emergency.copernicus.eu/backend/EMSR884/AOI06/GRA_MONIT01/EMSR884_AOI06_GRA_MONIT01_v1.zip,405,206,True,application/json,41,bytes,https://rapidmapping.emergency.copernicus.eu/backend/EMSR884/AOI06/GRA_MONIT01/EMSR884_AOI06_GRA_MONIT01_v1.zip,HTTP Error 405: Method Not Allowed,
2026-07-01T17:59:59Z,P0,official_zip,AOI08 MONIT01 ZIP,official_ems,conditional,https://rapidmapping.emergency.copernicus.eu/backend/EMSR884/AOI08/GRA_MONIT01/EMSR884_AOI08_GRA_MONIT01_v1.zip,405,206,True,application/json,41,bytes,https://rapidmapping.emergency.copernicus.eu/backend/EMSR884/AOI08/GRA_MONIT01/EMSR884_AOI08_GRA_MONIT01_v1.zip,HTTP Error 405: Method Not Allowed,
2026-07-01T17:59:59Z,P0,official_zip,AOI12 MONIT01 ZIP,official_ems,conditional,https://rapidmapping.emergency.copernicus.eu/backend/EMSR884/AOI12/GRA_MONIT01/EMSR884_AOI12_GRA_MONIT01_v1.zip,405,206,True,application/json,41,bytes,https://rapidmapping.emergency.copernicus.eu/backend/EMSR884/AOI12/GRA_MONIT01/EMSR884_AOI12_GRA_MONIT01_v1.zip,HTTP Error 405: Method Not Allowed,
2026-07-01T17:59:59Z,P1,pre_event_imagery,Vantor scene B160001100FD1910,public_reference,conditional,https://vantor-opendata.s3.amazonaws.com/events/Venezuela-Earthquake-Jun-2026/B160001100FD1910.tif,200,206,True,image/tiff,4722307642,bytes,https://vantor-opendata.s3.amazonaws.com/events/Venezuela-Earthquake-Jun-2026/B160001100FD1910.tif,,
2026-07-01T17:59:59Z,P1,pre_event_imagery,Vantor scene B130001101BE2A00,public_reference,conditional,https://vantor-opendata.s3.amazonaws.com/events/Venezuela-Earthquake-Jun-2026/B130001101BE2A00.tif,200,206,True,image/tiff,2955456830,bytes,https://vantor-opendata.s3.amazonaws.com/events/Venezuela-Earthquake-Jun-2026/B130001101BE2A00.tif,,
2026-07-01T17:59:59Z,P1,pre_event_imagery,Vantor scene B160001100FF4510,public_reference,conditional,https://vantor-opendata.s3.amazonaws.com/events/Venezuela-Earthquake-Jun-2026/B160001100FF4510.tif,200,206,True,image/tiff,12785294065,bytes,https://vantor-opendata.s3.amazonaws.com/events/Venezuela-Earthquake-Jun-2026/B160001100FF4510.tif,,
2026-07-01T17:59:59Z,P1,pre_event_imagery,Vantor scene B120001100513B10,public_reference,conditional,https://vantor-opendata.s3.amazonaws.com/events/Venezuela-Earthquake-Jun-2026/B120001100513B10.tif,200,206,True,image/tiff,3698062933,bytes,https://vantor-opendata.s3.amazonaws.com/events/Venezuela-Earthquake-Jun-2026/B120001100513B10.tif,,
2026-07-01T17:59:59Z,P1,pre_event_imagery,Vantor scene 10400100B979DD00,public_reference,conditional,https://vantor-opendata.s3.amazonaws.com/events/Venezuela-Earthquake-Jun-2026/10400100B979DD00.tif,200,206,True,image/tiff,55008896131,bytes,https://vantor-opendata.s3.amazonaws.com/events/Venezuela-Earthquake-Jun-2026/10400100B979DD00.tif,,
2026-07-01T17:59:59Z,P1,imagery_release,Vantor public release social reference,public_reference,no,https://x.com/vantortech/status/2070496092131569833,200,200,True,text/html; charset=UTF-8,,,https://x.com/vantortech/status/2070496092131569833,,
2026-07-01T17:59:59Z,P1,imagery_context,Revolutionary GIS imagery note,public_reference,no,https://revolutionarygis.wordpress.com/2026/06/26/venezuela-earthquake-imagery/,200,200,True,text/html; charset=UTF-8,,,https://revolutionarygis.wordpress.com/2026/06/26/venezuela-earthquake-imagery/,,
2026-07-01T17:59:59Z,P1,response_portal,HOT Venezuela earthquake response page,public_reference,conditional,https://www.hotosm.org/en/projects/2026-venezuela-earthquake-response/,200,200,True,text/html; charset=utf-8,200574,,https://www.hotosm.org/en/projects/2026-venezuela-earthquake-response/,,
2026-07-01T17:59:59Z,P1,external_prediction,Microsoft AI4G Catia La Mar dataset page,external_prediction,conditional,https://data.humdata.org/dataset/venezuela-earthquakes-catia-la-mar,200,200,True,text/html; charset=utf-8,90850,,https://data.humdata.org/dataset/venezuela-earthquakes-catia-la-mar,,
2026-07-01T17:59:59Z,P1,external_prediction,Microsoft AI4G Catia La Mar GPKG,external_prediction,conditional,https://data.humdata.org/dataset/029efb88-3a8a-40d9-8aea-65477e6eb744/resource/684fdeab-e4ac-4029-9ec9-891676b2ebfc/download/predicted_damage_catia_la_mar_footprints.gpkg,200,206,True,application/octet-stream,7553024,bytes,https://s3.us-east-1.amazonaws.com/hdx-production-filestore/resources/684fdeab-e4ac-4029-9ec9-891676b2ebfc/predicted_damage_catia_la_mar_footprints.gpkg?AWSAccessKeyId=ASIAXYC32WNA5K52BLQG&Signature=deKnxrtCNU7ZF8C6c4e1nsg5OHc%3D&x-amz-security-token=FwoGZXIvYXdzECsaDGeXszhQCVXB3J9XtyLBAXjleCaGIc2octSVHaEcVm85ZzsMU68yP34nTKSojdQqqnxgvvpfydSFkRxldykfAxRJ2JQERbgteyA9N7AtvMXfU8kSVBmZFQwLhEFwJee9rQLkRQtNp5L5s7ZdKtIuYxgXT%2BACa3RdMyLnHYVoM%2BCtz7VWQzpQaLfCE8t5zc60wILRETqZr%2B%2BG73AyeS45zd98P19SJg7FXfOGvjVNPT8%2Bii%2F80osSrHt57nwyfNtuFjK9oVPcGWjlVZ4w55w3Kpoon5qV0gYyLS7uOMkPjZWnrDgq0ufv6ma59%2FL46hgL9rViytbrb9SD4cUp%2B4dHBkADQ9rlKg%3D%3D&Expires=1782929024,,
2026-07-01T17:59:59Z,P1,external_prediction,Microsoft AI4G Caraballeda dataset page,external_prediction,conditional,https://data.humdata.org/dataset/venezuela-earthquakes-building-damage-assessment-in-caraballeda,200,200,True,text/html; charset=utf-8,89647,,https://data.humdata.org/dataset/venezuela-earthquakes-building-damage-assessment-in-caraballeda,,
2026-07-01T17:59:59Z,P1,external_prediction,Microsoft AI4G Caraballeda GPKG,external_prediction,conditional,https://data.humdata.org/dataset/1a77bd9c-5170-4651-92c2-0dd42cdc303e/resource/d82d36cf-e728-4f03-b8a8-7615d05a8374/download/caraballeda_east_vantor_6-26_building_predictions_merged.gpkg,200,206,True,application/octet-stream,2555904,bytes,https://s3.us-east-1.amazonaws.com/hdx-production-filestore/resources/d82d36cf-e728-4f03-b8a8-7615d05a8374/caraballeda_east_vantor_6-26_building_predictions_merged.gpkg?AWSAccessKeyId=ASIAXYC32WNA5K52BLQG&Signature=MEhoQn4Df5svqLu8zl1Pr%2FZdpOs%3D&x-amz-security-token=FwoGZXIvYXdzECsaDGeXszhQCVXB3J9XtyLBAXjleCaGIc2octSVHaEcVm85ZzsMU68yP34nTKSojdQqqnxgvvpfydSFkRxldykfAxRJ2JQERbgteyA9N7AtvMXfU8kSVBmZFQwLhEFwJee9rQLkRQtNp5L5s7ZdKtIuYxgXT%2BACa3RdMyLnHYVoM%2BCtz7VWQzpQaLfCE8t5zc60wILRETqZr%2B%2BG73AyeS45zd98P19SJg7FXfOGvjVNPT8%2Bii%2F80osSrHt57nwyfNtuFjK9oVPcGWjlVZ4w55w3Kpoon5qV0gYyLS7uOMkPjZWnrDgq0ufv6ma59%2FL46hgL9rViytbrb9SD4cUp%2B4dHBkADQ9rlKg%3D%3D&Expires=1782929027,,
2026-07-01T17:59:59Z,P1,external_prediction,Microsoft AI4G East Catia La Mar dataset page,external_prediction,conditional,https://data.humdata.org/dataset/venezuela-earthquakes-building-damage-assessment-in-catia-la-mar-east,200,200,True,text/html; charset=utf-8,89764,,https://data.humdata.org/dataset/venezuela-earthquakes-building-damage-assessment-in-catia-la-mar-east,,
2026-07-01T17:59:59Z,P1,external_prediction,Microsoft AI4G East Catia La Mar GPKG,external_prediction,conditional,https://data.humdata.org/dataset/0c439581-b14d-4092-a104-95b5abee3002/resource/2034c971-e8ac-431d-acaa-e1c94d601039/download/predicted_damage_east-catia-la-mar-skysat-final.gpkg,200,206,True,application/octet-stream,6021120,bytes,https://s3.us-east-1.amazonaws.com/hdx-production-filestore/resources/2034c971-e8ac-431d-acaa-e1c94d601039/predicted_damage_east-catia-la-mar-skysat-final.gpkg?AWSAccessKeyId=ASIAXYC32WNA5K52BLQG&Signature=4R7oXnbH%2BTkZi8ZXxsEddrMeIFE%3D&x-amz-security-token=FwoGZXIvYXdzECsaDGeXszhQCVXB3J9XtyLBAXjleCaGIc2octSVHaEcVm85ZzsMU68yP34nTKSojdQqqnxgvvpfydSFkRxldykfAxRJ2JQERbgteyA9N7AtvMXfU8kSVBmZFQwLhEFwJee9rQLkRQtNp5L5s7ZdKtIuYxgXT%2BACa3RdMyLnHYVoM%2BCtz7VWQzpQaLfCE8t5zc60wILRETqZr%2B%2BG73AyeS45zd98P19SJg7FXfOGvjVNPT8%2Bii%2F80osSrHt57nwyfNtuFjK9oVPcGWjlVZ4w55w3Kpoon5qV0gYyLS7uOMkPjZWnrDgq0ufv6ma59%2FL46hgL9rViytbrb9SD4cUp%2B4dHBkADQ9rlKg%3D%3D&Expires=1782929041,,
2026-07-01T17:59:59Z,P1,external_prediction,Microsoft AI4G La Guaira dataset page,external_prediction,conditional,https://data.humdata.org/dataset/venezuela-earthquakes-building-damage-assessment-in-la-guaira,200,200,True,text/html; charset=utf-8,89941,,https://data.humdata.org/dataset/venezuela-earthquakes-building-damage-assessment-in-la-guaira,,
2026-07-01T17:59:59Z,P1,external_prediction,Microsoft AI4G La Guaira GPKG,external_prediction,conditional,https://data.humdata.org/dataset/0b1912ea-20d1-4f32-8232-f2631d1a639d/resource/d07fc3f8-885f-46f4-bd8e-03ac92fd5b00/download/predicted_damage_la-guaira-east-blacksky-06-25-model-337_filtered.gpkg,200,206,True,application/octet-stream,1392640,bytes,https://s3.us-east-1.amazonaws.com/hdx-production-filestore/resources/d07fc3f8-885f-46f4-bd8e-03ac92fd5b00/predicted_damage_la-guaira-east-blacksky-06-25-model-337_filtered.gpkg?AWSAccessKeyId=ASIAXYC32WNA5K52BLQG&Signature=98sG4qciPcxDmElIZGzxHo5IEi0%3D&x-amz-security-token=FwoGZXIvYXdzECsaDGeXszhQCVXB3J9XtyLBAXjleCaGIc2octSVHaEcVm85ZzsMU68yP34nTKSojdQqqnxgvvpfydSFkRxldykfAxRJ2JQERbgteyA9N7AtvMXfU8kSVBmZFQwLhEFwJee9rQLkRQtNp5L5s7ZdKtIuYxgXT%2BACa3RdMyLnHYVoM%2BCtz7VWQzpQaLfCE8t5zc60wILRETqZr%2B%2BG73AyeS45zd98P19SJg7FXfOGvjVNPT8%2Bii%2F80osSrHt57nwyfNtuFjK9oVPcGWjlVZ4w55w3Kpoon5qV0gYyLS7uOMkPjZWnrDgq0ufv6ma59%2FL46hgL9rViytbrb9SD4cUp%2B4dHBkADQ9rlKg%3D%3D&Expires=1782929044,,
2026-07-01T17:59:59Z,P1,external_prediction,HOTOSM Venezuela EQ 2026 Hugging Face dataset,external_prediction,conditional,https://huggingface.co/datasets/hotosm/venezuela_eq_2026,200,200,True,text/html; charset=utf-8,176673,,https://huggingface.co/datasets/hotosm/venezuela_eq_2026,,
2026-07-01T17:59:59Z,P1,sar_context,NASA Earthdata OSU/CUNY Sentinel-1 likelihood package,context_only,no,https://gis.earthdata.nasa.gov/portal/home/item.html?id=0c3d77dd5aae46e4829d9a282477615c,200,206,True,text/html,1819,bytes,https://gis.earthdata.nasa.gov/portal/home/item.html?id=0c3d77dd5aae46e4829d9a282477615c,,
2026-07-01T17:59:59Z,P1,sar_context,Copernicus Sentinel-1 data collection,context_only,no,https://dataspace.copernicus.eu/data-collections/copernicus-sentinel-missions/sentinel-1,200,200,True,text/html; charset=UTF-8,86408,,https://dataspace.copernicus.eu/data-collections/copernicus-sentinel-missions/sentinel-1,,
2026-07-01T17:59:59Z,P1,human_reference,VOSOCC reference link,context_only,no,https://vosocc.unocha.org/Report.aspx?page=FOaxxxplusc90yEam9aiSkfREX3Axxxequalxxxequal,200,200,True,text/html; charset=utf-8,163292,,https://vosocc.unocha.org/Report.aspx?page=FOaxxxplusc90yEam9aiSkfREX3Axxxequalxxxequal,,
2026-07-01T17:59:59Z,P1,coordination_context,GDACS event page,context_only,no,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1548377,200,200,True,text/html; charset=utf-8,66908,,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1548377,,
2026-07-01T17:59:59Z,P2,context_only,iMMAP rapid impact map,context_only,no,https://immap.org/publications-and-resources/venezuela-earthquake-impact-map-24th-june-2026,200,200,True,text/html; charset=utf-8,,,https://immap.org/publications-and-resources/venezuela-earthquake-impact-map-24th-june-2026,,
2026-07-01T17:59:59Z,P2,secondary_visualization,YIN-Renlong Copernicus dashboard repo,public_reference,no,https://github.com/YIN-Renlong/venezuela-earthquake-copernicus-data-dashboard-2026,200,206,True,text/html; charset=utf-8,,bytes,https://github.com/YIN-Renlong/venezuela-earthquake-copernicus-data-dashboard-2026,,
2026-07-01T17:59:59Z,P2,secondary_reference,Kevin White LinkedIn AI4G post,context_only,no,https://www.linkedin.com/posts/kevin-white-9084b73_venezuela-disasterresponse-damageassessment-activity-7476156575817302016-qEPu,200,200,True,text/html; charset=utf-8,300969,,https://www.linkedin.com/posts/kevin-white-9084b73_venezuela-disasterresponse-damageassessment-activity-7476156575817302016-qEPu,,
2026-07-01T17:59:59Z,P2,secondary_reference,GT Corbett LinkedIn post,context_only,no,https://www.linkedin.com/posts/gtcorbett_venezuela-earthquake-activity-7476370310238318593-z07x,200,200,True,text/html; charset=utf-8,97653,,https://www.linkedin.com/posts/gtcorbett_venezuela-earthquake-activity-7476370310238318593-z07x,,
2026-07-01T17:59:59Z,P2,secondary_reference,Vantor LinkedIn post,context_only,no,https://www.linkedin.com/posts/vantortech_vantor-has-activated-its-open-data-program-activity-7476261311316832256-5vXE,200,200,True,text/html; charset=utf-8,187567,,https://www.linkedin.com/posts/vantortech_vantor-has-activated-its-open-data-program-activity-7476261311316832256-5vXE,,
2026-07-01T17:59:59Z,P2,local_remote_catalog,Raw GitHub public catalog,public_reference,no,https://raw.githubusercontent.com/takove/crisis-damage-intelligence/main/public/data/catalog.json,200,206,True,text/plain; charset=utf-8,63734,bytes,https://raw.githubusercontent.com/takove/crisis-damage-intelligence/main/public/data/catalog.json,,
